id_detalle;linea_orden;orden_id_orden;vendedor_id_vendedor;cantidad;producto_id_producto
6653;6;1316;48;3;9313
6654;2;1316;51;1;9357
6655;3;1316;86;3;1838
6656;5;1316;86;1;9757
6657;1;1317;44;3;3943
6658;2;1317;59;3;8185
6659;2;1318;2;3;7632
6660;5;1318;3;1;9357
6661;6;1318;12;1;3225
6662;4;1318;25;1;3386
6663;9;1318;41;2;8972
6664;3;1318;47;3;8203
6665;1;1318;70;3;8641
6666;7;1318;74;3;2625
6667;8;1318;98;1;5245
6668;1;1319;63;1;9185
6669;1;1320;72;3;6592
6670;3;1321;23;2;8120
6671;5;1321;29;1;5627
6672;6;1321;30;1;9232
6673;7;1321;32;3;3401
6674;1;1321;65;2;2268
6675;4;1321;74;1;8396
6676;2;1321;76;2;5076
6677;2;1322;43;2;6420
6678;3;1322;46;3;2294
6679;1;1322;86;2;6745
6680;4;1322;86;3;4854
6681;3;1323;7;3;2038
6682;5;1323;17;2;1218
6683;6;1323;18;1;1453
6684;4;1323;25;1;775
6685;1;1323;52;2;1267
6686;2;1323;59;2;1755
6687;2;1324;25;3;6652
6688;3;1324;91;1;9317
6689;1;1324;94;2;562
6690;7;1325;17;3;3468
6691;4;1325;21;2;997
6692;6;1325;53;3;6290
6693;2;1325;64;2;930
6694;3;1325;65;1;4661
6695;1;1325;87;3;495
6696;5;1325;93;1;8538
6697;1;1326;49;2;9774
6698;3;1326;51;1;998
6699;2;1326;71;1;5685
6700;9;1327;4;1;868
6701;3;1327;8;3;5997
6702;4;1327;9;1;7030
6703;5;1327;12;3;9281
6704;1;1327;20;3;1924
6705;2;1327;44;1;6157
6706;7;1327;55;2;1061
6707;8;1327;58;2;7131
6708;6;1327;74;3;7073
6709;3;1328;11;3;3852
6710;2;1328;25;2;9556
6711;1;1328;46;1;5429
6712;4;1328;47;3;6741
6713;9;1328;48;3;2821
6714;5;1328;65;3;6667
6715;7;1328;78;1;1082
6716;8;1328;78;3;9908
6717;6;1328;86;1;6167
6718;1;1329;6;2;3255
6719;6;1329;35;3;4327
6720;2;1329;65;2;1726
6721;7;1329;71;3;4799
6722;4;1329;79;1;2945
6723;3;1329;86;1;6982
6724;5;1329;87;3;394
6725;3;1330;49;2;5767
6726;1;1330;86;2;204
6727;2;1330;91;1;6633
6728;4;1330;99;3;9397
6729;1;1331;15;1;2734
6730;2;1331;60;2;6873
6731;3;1331;99;2;5856
6732;2;1332;13;1;5976
6733;1;1332;31;1;7173
6734;4;1332;35;2;3511
6735;6;1332;83;2;209
6736;5;1332;86;2;6930
6737;3;1332;88;1;9169
6738;1;1333;20;2;4562
6739;4;1333;23;2;4775
6740;3;1333;48;1;8566
6741;2;1333;56;1;9931
6742;2;1334;60;2;8783
6743;1;1334;88;2;9431
6744;3;1334;88;2;6950
6745;1;1335;44;2;2725
6746;2;1335;76;1;5799
6747;1;1336;9;2;5194
6748;8;1336;11;2;3556
6749;2;1336;29;2;4302
6750;4;1336;58;1;7788
6751;6;1336;62;3;1917
6752;3;1336;90;1;6512
6753;5;1336;93;2;8306
6754;7;1336;97;1;7668
6755;2;1337;9;3;8611
6756;5;1337;9;1;5208
6757;6;1337;10;1;728
6758;1;1337;35;3;6625
6759;4;1337;45;1;2282
6760;3;1337;54;2;3889
6761;1;1338;2;1;7896
6762;2;1338;50;2;2457
6763;6;1339;29;2;3834
6764;3;1339;47;2;7861
6765;5;1339;62;3;2630
6766;2;1339;68;2;2340
6767;4;1339;72;2;197
6768;1;1339;80;3;5721
6769;2;1340;9;1;8824
6770;8;1340;17;2;1775
6771;6;1340;25;2;8628
6772;5;1340;28;2;7661
6773;3;1340;31;2;4531
6774;7;1340;63;1;9966
6775;4;1340;81;1;3136
6776;1;1340;82;3;7306
6777;3;1341;30;2;8360
6778;1;1341;34;3;7661
6779;6;1341;39;3;9999
6780;4;1341;77;1;6809
6781;7;1341;80;3;5086
6782;5;1341;83;2;2075
6783;2;1341;99;1;2126
6784;2;1342;7;1;72
6785;1;1342;18;1;2043
6786;4;1342;29;3;3097
6787;3;1342;55;1;6714
6788;5;1342;99;1;5723
6789;1;1343;35;1;4632
6790;6;1344;17;3;5880
6791;4;1344;18;1;3388
6792;1;1344;37;1;4567
6793;2;1344;42;2;2944
6794;5;1344;42;2;7646
6795;7;1344;49;2;7388
6796;3;1344;99;3;56
6797;2;1345;11;2;6331
6798;3;1345;13;3;6791
6799;4;1345;57;1;5454
6800;1;1345;68;1;2590
6801;2;1346;2;2;8770
6802;1;1346;16;3;3366
6803;3;1346;22;3;3546
6804;8;1346;33;1;2057
6805;6;1346;49;2;3492
6806;5;1346;51;1;226
6807;4;1346;75;3;4338
6808;7;1346;87;1;1671
6809;4;1347;37;3;7970
6810;3;1347;51;3;8662
6811;5;1347;54;1;4220
6812;1;1347;69;1;9757
6813;6;1347;72;3;6246
6814;2;1347;80;2;2761
6815;7;1347;82;2;1364
6816;3;1348;5;1;171
6817;2;1348;9;2;213
6818;4;1348;50;1;6214
6819;1;1348;57;2;1843
6820;6;1348;69;3;272
6821;7;1348;69;1;8765
6822;5;1348;72;1;3912
6823;8;1348;81;1;1208
6824;4;1349;26;2;9282
6825;5;1349;38;1;3199
6826;2;1349;72;2;6927
6827;3;1349;76;3;1544
6828;1;1349;82;2;8022
6829;3;1350;12;3;9585
6830;1;1350;63;3;376
6831;2;1350;84;2;5763
6832;4;1350;92;3;7785
6833;1;1351;51;2;8075
6834;1;1352;20;3;1773
6835;5;1352;28;1;4836
6836;8;1352;28;1;9379
6837;7;1352;29;2;6298
6838;3;1352;63;1;6220
6839;2;1352;66;1;2433
6840;6;1352;66;1;4460
6841;4;1352;68;3;8752
6842;1;1353;21;1;8820
6843;2;1353;22;3;5759
6844;3;1353;27;2;1081
6845;4;1353;49;1;5163
6846;8;1353;54;1;6736
6847;5;1353;68;2;1647
6848;7;1353;83;1;4096
6849;6;1353;97;2;9392
6850;9;1353;100;2;3538
6851;2;1354;18;3;9028
6852;1;1354;32;2;395
6853;4;1354;79;3;8737
6854;3;1354;88;1;6263
6855;3;1355;19;1;1107
6856;5;1355;26;1;4321
6857;1;1355;48;3;6260
6858;4;1355;69;1;7588
6859;2;1355;100;1;9254
6860;6;1356;9;1;5403
6861;3;1356;15;2;5922
6862;5;1356;33;2;4402
6863;1;1356;36;1;6543
6864;4;1356;45;2;8650
6865;2;1356;96;2;4234
6866;1;1357;2;3;487
6867;2;1357;68;3;1594
6868;3;1358;3;3;6017
6869;5;1358;4;2;1372
6870;2;1358;24;2;7645
6871;6;1358;27;3;7007
6872;1;1358;40;2;3200
6873;4;1358;100;1;1382
6874;5;1359;50;3;5431
6875;2;1359;61;2;7783
6876;1;1359;68;3;570
6877;3;1359;68;3;2712
6878;4;1359;88;1;5193
6879;4;1360;29;3;7055
6880;3;1360;58;2;8209
6881;1;1360;59;1;9768
6882;2;1360;81;3;8541
6883;2;1361;56;3;9781
6884;3;1361;63;1;92
6885;4;1361;76;3;5610
6886;1;1361;89;2;5720
6887;8;1362;15;3;5783
6888;4;1362;21;2;8036
6889;5;1362;45;2;7984
6890;9;1362;47;1;8249
6891;3;1362;66;2;5587
6892;1;1362;68;1;1519
6893;7;1362;69;3;1135
6894;2;1362;92;2;5810
6895;6;1362;100;2;2768
6896;2;1363;31;3;2508
6897;1;1363;57;2;1932
6898;1;1364;58;3;5362
6899;7;1365;6;3;7415
6900;3;1365;13;2;6449
6901;2;1365;14;2;3476
6902;6;1365;19;2;5835
6903;1;1365;36;3;6469
6904;4;1365;46;3;645
6905;5;1365;63;2;6065
6906;8;1365;64;2;8282
6907;2;1366;30;2;9215
6908;3;1366;90;2;5532
6909;1;1366;97;2;7754
6910;1;1367;21;1;6187
6911;3;1367;62;3;6670
6912;2;1367;85;3;2700
6913;2;1368;52;1;6282
6914;1;1368;85;1;3742
6915;1;1369;61;2;4775
6916;2;1369;70;1;4022
6917;5;1370;3;1;9607
6918;3;1370;6;3;9964
6919;2;1370;25;2;3759
6920;6;1370;31;2;1812
6921;4;1370;50;1;5777
6922;1;1370;98;3;7813
6923;2;1371;39;1;4659
6924;1;1371;72;2;1109
6925;3;1371;82;3;8323
6926;4;1371;95;1;3031
6927;2;1372;11;3;903
6928;5;1372;20;3;4605
6929;3;1372;29;2;8903
6930;4;1372;48;3;1660
6931;1;1372;68;1;288
6932;4;1373;30;3;960
6933;2;1373;33;3;1884
6934;1;1373;41;3;9721
6935;3;1373;92;1;3147
6936;8;1374;23;3;2445
6937;7;1374;32;3;7539
6938;6;1374;33;2;3290
6939;3;1374;48;2;7728
6940;1;1374;59;1;2379
6941;2;1374;61;3;4961
6942;4;1374;92;3;9771
6943;5;1374;100;3;3348
6944;1;1375;10;2;1972
6945;2;1375;20;2;9025
6946;2;1376;6;1;71
6947;1;1376;59;1;9266
6948;1;1377;68;3;279
6949;2;1378;53;1;451
6950;3;1378;70;1;4695
6951;1;1378;94;2;8634
6952;4;1379;2;1;842
6953;5;1379;49;1;3814
6954;3;1379;86;2;3390
6955;2;1379;95;3;497
6956;1;1379;96;2;1396
6957;2;1380;3;2;3363
6958;1;1380;40;2;7363
6959;4;1380;43;3;9188
6960;3;1380;69;1;9847
6961;2;1381;46;2;8876
6962;1;1381;54;1;2194
6963;5;1382;5;2;2795
6964;1;1382;6;2;8952
6965;2;1382;15;3;2258
6966;4;1382;21;1;706
6967;6;1382;38;1;4269
6968;3;1382;41;2;6025
6969;8;1382;42;1;6789
6970;7;1382;65;3;2869
6971;4;1383;1;1;4382
6972;6;1383;7;2;898
6973;5;1383;50;2;7080
6974;3;1383;73;3;3719
6975;1;1383;75;1;5614
6976;2;1383;92;3;7933
6977;1;1384;3;2;9226
6978;4;1384;3;2;2178
6979;2;1384;39;1;4080
6980;3;1384;69;3;3178
6981;2;1385;4;1;1222
6982;3;1385;19;3;713
6983;4;1385;34;2;8363
6984;1;1385;65;3;4942
6985;5;1385;97;1;5964
6986;7;1386;18;3;653
6987;3;1386;24;3;8594
6988;5;1386;26;2;1788
6989;2;1386;32;2;543
6990;1;1386;60;2;9074
6991;4;1386;61;1;1429
6992;6;1386;83;2;1022
6993;6;1387;10;2;1447
6994;8;1387;15;3;1475
6995;2;1387;24;1;8427
6996;3;1387;26;3;2441
6997;4;1387;43;3;4516
6998;1;1387;58;1;9373
6999;5;1387;74;1;9533
7000;7;1387;91;1;8394
7001;6;1388;21;1;5258
7002;1;1388;30;1;2741
7003;3;1388;60;1;4455
7004;4;1388;72;3;765
7005;7;1388;75;2;6114
7006;2;1388;79;2;1453
7007;5;1388;99;1;1520
7008;3;1389;4;2;6643
7009;5;1389;23;2;3828
7010;1;1389;59;1;6957
7011;2;1389;77;3;6499
7012;4;1389;88;3;8923
7013;1;1390;28;1;3020
7014;1;1391;11;2;4861
7015;4;1391;30;3;3802
7016;3;1391;32;2;7156
7017;2;1391;49;1;8280
7018;5;1391;87;2;2947
7019;1;1392;48;1;8306
7020;1;1393;1;3;1569
7021;4;1393;21;1;5396
7022;8;1393;21;2;6847
7023;7;1393;25;2;6403
7024;3;1393;27;2;8150
7025;2;1393;32;1;1375
7026;5;1393;72;1;1869
7027;6;1393;75;3;8290
7028;3;1394;28;1;5443
7029;4;1394;38;1;125
7030;1;1394;71;2;4923
7031;2;1394;85;3;3811
7032;1;1395;47;1;6389
7033;6;1396;20;1;1167
7034;2;1396;24;2;9204
7035;4;1396;37;1;2235
7036;5;1396;57;1;9165
7037;3;1396;66;2;3671
7038;1;1396;71;3;7377
7039;9;1396;72;1;5292
7040;8;1396;89;1;6174
7041;7;1396;90;2;7104
7042;1;1397;12;1;4580
7043;2;1397;76;1;3287
7044;3;1397;81;3;2060
7045;2;1398;24;3;8549
7046;1;1398;38;2;4074
7047;3;1398;81;1;830
7048;8;1399;39;2;1773
7049;3;1399;40;1;1996
7050;7;1399;40;1;2097
7051;4;1399;57;2;8640
7052;9;1399;62;3;7640
7053;6;1399;64;1;7399
7054;1;1399;74;1;850
7055;2;1399;84;3;5518
7056;5;1399;91;1;6225
7057;3;1400;11;1;9495
7058;5;1400;33;1;798
7059;2;1400;54;3;3107
7060;1;1400;94;3;8883
7061;4;1400;98;2;9706
7062;4;1401;2;3;4152
7063;1;1401;15;2;7124
7064;6;1401;25;3;3186
7065;5;1401;31;2;9659
7066;2;1401;41;2;1577
7067;3;1401;57;3;6933
7068;1;1402;2;3;9835
7069;3;1402;22;1;9551
7070;4;1402;30;3;4310
7071;2;1402;95;1;2079
7072;6;1403;7;2;9567
7073;2;1403;13;3;6154
7074;8;1403;17;2;3661
7075;9;1403;39;2;7225
7076;1;1403;46;3;1422
7077;3;1403;46;3;3605
7078;4;1403;47;1;1892
7079;7;1403;48;1;1967
7080;5;1403;70;2;6704
7081;1;1404;77;2;1
7082;2;1405;24;1;6836
7083;3;1405;28;1;464
7084;7;1405;37;2;7317
7085;6;1405;39;3;4606
7086;1;1405;82;1;9417
7087;4;1405;95;2;9383
7088;5;1405;100;1;719
7089;7;1406;20;2;3021
7090;3;1406;30;2;1206
7091;4;1406;40;1;3602
7092;1;1406;47;2;4453
7093;2;1406;57;1;2065
7094;5;1406;90;2;531
7095;6;1406;92;2;5516
7096;3;1407;1;2;6426
7097;4;1407;1;2;986
7098;2;1407;28;2;1403
7099;1;1407;40;2;2846
7100;5;1407;41;2;179
7101;7;1407;44;3;2217
7102;6;1407;88;3;3025
7103;2;1408;69;1;3660
7104;3;1408;69;3;9854
7105;1;1408;75;2;803
7106;2;1409;15;2;9335
7107;1;1409;99;3;2732
7108;1;1410;24;1;6746
7109;2;1410;55;3;5195
7110;2;1411;19;2;1395
7111;7;1411;19;2;2955
7112;5;1411;34;1;3531
7113;6;1411;39;3;561
7114;1;1411;45;2;5696
7115;4;1411;45;1;227
7116;3;1411;59;1;7727
7117;9;1412;6;1;6293
7118;6;1412;17;3;4437
7119;4;1412;18;2;529
7120;2;1412;35;1;732
7121;3;1412;48;3;1024
7122;7;1412;61;1;2539
7123;8;1412;87;2;3699
7124;5;1412;90;2;4401
7125;1;1412;94;3;1263
7126;9;1413;5;1;9395
7127;7;1413;38;1;6906
7128;2;1413;50;3;8320
7129;1;1413;62;2;6600
7130;5;1413;71;2;8973
7131;3;1413;74;3;8041
7132;8;1413;81;3;7180
7133;4;1413;82;1;5241
7134;6;1413;84;3;2155
7135;4;1414;6;3;6775
7136;3;1414;18;2;5130
7137;5;1414;33;2;5122
7138;1;1414;64;2;3963
7139;2;1414;76;1;9332
7140;7;1415;6;1;9855
7141;9;1415;7;2;7271
7142;4;1415;37;1;1095
7143;1;1415;40;3;2419
7144;3;1415;42;2;4672
7145;2;1415;51;1;1938
7146;6;1415;86;2;9012
7147;8;1415;93;3;494
7148;5;1415;94;3;7269
7149;5;1416;9;1;7304
7150;1;1416;11;1;2063
7151;3;1416;22;3;4861
7152;7;1416;34;1;4434
7153;6;1416;42;3;5958
7154;2;1416;89;3;6636
7155;4;1416;96;3;625
7156;8;1416;96;2;3333
7157;2;1417;40;3;3090
7158;1;1417;86;2;7265
7159;7;1418;14;3;9877
7160;3;1418;54;1;8414
7161;1;1418;63;3;6962
7162;2;1418;87;3;5776
7163;6;1418;92;3;1063
7164;4;1418;98;1;6209
7165;5;1418;100;3;362
7166;1;1419;70;3;9839
7167;2;1420;2;1;5864
7168;5;1420;12;2;5006
7169;1;1420;53;2;7298
7170;3;1420;59;3;4524
7171;6;1420;68;2;509
7172;4;1420;86;1;7896
7173;7;1420;93;3;6084
7174;8;1420;94;2;6693
7175;3;1421;28;3;1257
7176;4;1421;45;1;2281
7177;1;1421;69;1;4776
7178;2;1421;95;1;7737
7179;7;1422;4;3;753
7180;4;1422;9;3;3527
7181;5;1422;23;2;896
7182;3;1422;26;3;4144
7183;2;1422;30;1;9328
7184;6;1422;32;3;2569
7185;8;1422;73;2;3425
7186;1;1422;98;2;7519
7187;1;1423;30;2;8553
7188;2;1423;93;3;4219
7189;3;1424;9;1;8173
7190;4;1424;13;1;9414
7191;1;1424;33;1;9854
7192;2;1424;70;3;2769
7193;1;1425;56;2;6975
7194;1;1426;82;1;2029
7195;2;1427;30;3;6514
7196;7;1427;32;3;7382
7197;3;1427;55;3;2822
7198;6;1427;59;3;47
7199;5;1427;81;2;526
7200;4;1427;97;1;2518
7201;1;1427;98;2;5223
7202;3;1428;22;3;7101
7203;1;1428;33;3;6915
7204;2;1428;73;2;6514
7205;3;1429;66;2;8546
7206;2;1429;70;2;9585
7207;1;1429;71;1;8888
7208;5;1430;2;2;4258
7209;3;1430;48;3;3741
7210;2;1430;72;2;177
7211;1;1430;78;2;4042
7212;4;1430;93;2;3549
7213;3;1431;35;2;1554
7214;1;1431;53;1;5281
7215;2;1431;62;1;3556
7216;4;1431;89;1;2886
7217;4;1432;5;1;8128
7218;1;1432;10;3;8569
7219;3;1432;48;3;1815
7220;2;1432;70;1;5809
7221;4;1433;8;1;7605
7222;7;1433;51;1;4834
7223;2;1433;75;2;3435
7224;6;1433;88;1;266
7225;1;1433;91;2;6623
7226;3;1433;94;3;4979
7227;5;1433;94;1;1182
7228;7;1434;15;2;2255
7229;2;1434;29;1;4654
7230;3;1434;31;2;7275
7231;5;1434;57;2;8459
7232;1;1434;75;2;5173
7233;4;1434;83;2;831
7234;6;1434;96;3;7270
7235;7;1435;35;3;9272
7236;2;1435;58;2;7051
7237;3;1435;61;3;6513
7238;5;1435;70;1;468
7239;4;1435;85;1;8365
7240;1;1435;86;2;4447
7241;6;1435;86;2;2078
7242;2;1436;7;3;2957
7243;5;1436;19;3;4118
7244;4;1436;30;2;6858
7245;6;1436;39;1;1773
7246;7;1436;51;2;5461
7247;3;1436;82;1;3830
7248;1;1436;94;3;393
7249;2;1437;32;1;5078
7250;3;1437;71;3;1756
7251;1;1437;87;1;9827
7252;4;1437;95;1;6384
7253;3;1438;58;2;4194
7254;1;1438;65;2;4217
7255;2;1438;99;3;1697
7256;2;1439;64;2;3381
7257;1;1439;65;2;9720
7258;2;1440;35;3;1663
7259;1;1440;94;3;4331
7260;4;1441;8;2;4737
7261;1;1441;26;1;4444
7262;2;1441;50;3;858
7263;3;1441;94;2;3602
7264;8;1442;5;3;8879
7265;2;1442;6;3;1161
7266;6;1442;20;3;6867
7267;3;1442;22;2;5816
7268;4;1442;36;2;4882
7269;1;1442;38;1;9981
7270;7;1442;50;3;91
7271;9;1442;67;2;1947
7272;5;1442;69;1;5142
7273;3;1443;13;1;5306
7274;2;1443;38;1;8030
7275;1;1443;76;1;5786
7276;8;1444;2;3;4580
7277;4;1444;33;1;9796
7278;9;1444;37;3;4557
7279;6;1444;52;3;238
7280;3;1444;60;2;5625
7281;1;1444;68;1;8563
7282;2;1444;73;2;9134
7283;5;1444;83;2;6588
7284;7;1444;89;3;5192
7285;7;1445;22;2;5345
7286;1;1445;38;3;970
7287;9;1445;41;3;5333
7288;6;1445;48;3;8942
7289;3;1445;49;3;7937
7290;5;1445;57;1;8722
7291;4;1445;71;3;2404
7292;2;1445;72;2;9837
7293;8;1445;84;2;1870
7294;5;1446;20;1;6976
7295;1;1446;22;3;4686
7296;4;1446;50;2;205
7297;7;1446;57;1;7449
7298;3;1446;70;3;6390
7299;6;1446;76;3;3681
7300;2;1446;89;3;4132
7301;1;1447;1;3;819
7302;4;1447;33;3;1302
7303;5;1447;37;1;3003
7304;2;1447;79;2;2677
7305;3;1447;87;2;2985
7306;4;1448;17;3;260
7307;6;1448;17;2;5676
7308;1;1448;27;2;7850
7309;2;1448;28;2;7814
7310;5;1448;60;2;9192
7311;7;1448;77;1;5559
7312;3;1448;83;3;1889
7313;8;1448;83;2;6493
7314;1;1449;29;2;3474
7315;6;1449;33;1;7215
7316;9;1449;50;3;3046
7317;4;1449;57;3;7879
7318;5;1449;71;3;4959
7319;7;1449;77;2;2203
7320;3;1449;86;3;4756
7321;8;1449;96;2;7048
7322;2;1449;97;2;3820
7323;4;1450;2;2;2681
7324;5;1450;13;2;6276
7325;1;1450;49;3;8877
7326;8;1450;56;3;6918
7327;6;1450;58;1;1732
7328;3;1450;71;3;1841
7329;7;1450;90;2;929
7330;2;1450;98;2;406
7331;2;1451;16;1;7370
7332;1;1451;17;3;4686
7333;3;1451;64;1;3075
7334;1;1452;7;1;4659
7335;5;1453;6;2;2447
7336;9;1453;10;3;1233
7337;7;1453;13;1;7232
7338;3;1453;42;2;5732
7339;2;1453;44;3;4229
7340;4;1453;73;2;8437
7341;6;1453;79;3;5468
7342;8;1453;86;1;9918
7343;1;1453;93;3;2066
7344;3;1454;1;1;1882
7345;1;1454;37;1;335
7346;2;1454;57;2;2980
7347;1;1455;62;1;8357
7348;2;1455;94;2;463
7349;2;1456;6;1;9221
7350;1;1456;28;2;4255
7351;5;1457;1;2;9333
7352;2;1457;7;2;4005
7353;4;1457;35;1;4481
7354;9;1457;42;1;5050
7355;8;1457;50;2;1511
7356;6;1457;55;3;2800
7357;7;1457;65;1;5141
7358;3;1457;73;2;9746
7359;1;1457;90;3;6425
7360;1;1458;16;2;5895
7361;6;1458;22;3;7072
7362;2;1458;54;2;4553
7363;8;1458;54;3;1061
7364;7;1458;63;3;4806
7365;3;1458;71;1;6615
7366;5;1458;89;1;2716
7367;4;1458;91;1;4254
7368;2;1459;23;1;4153
7369;3;1459;49;3;4286
7370;1;1459;63;1;9782
7371;3;1460;18;2;4462
7372;2;1460;36;2;9266
7373;4;1460;76;3;7778
7374;1;1460;81;3;208
7375;1;1461;43;2;7214
7376;2;1461;51;3;9788
7377;3;1461;67;3;3485
7378;3;1462;18;1;5026
7379;8;1462;19;3;2291
7380;1;1462;42;2;9919
7381;6;1462;53;2;7823
7382;2;1462;59;2;9742
7383;4;1462;75;3;6077
7384;7;1462;78;1;1044
7385;5;1462;98;2;7146
7386;1;1463;93;2;1159
7387;3;1464;44;3;1917
7388;7;1464;44;1;1274
7389;5;1464;45;1;1330
7390;6;1464;51;3;4665
7391;8;1464;65;3;3691
7392;1;1464;74;2;276
7393;2;1464;86;1;7207
7394;4;1464;98;1;7771
7395;1;1465;57;1;3556
7396;4;1466;6;1;7665
7397;8;1466;7;2;3594
7398;6;1466;14;1;9768
7399;1;1466;40;3;9396
7400;5;1466;43;3;3027
7401;7;1466;53;1;1240
7402;3;1466;64;1;5437
7403;2;1466;73;2;805
7404;9;1466;82;2;8504
7405;2;1467;33;1;6447
7406;1;1467;41;2;6929
7407;5;1467;66;1;5006
7408;3;1467;76;2;7721
7409;6;1467;89;2;7853
7410;4;1467;100;1;3353
7411;3;1468;6;2;714
7412;5;1468;39;2;1335
7413;1;1468;69;3;5931
7414;2;1468;71;2;4192
7415;4;1468;93;2;6796
7416;1;1469;61;2;4984
7417;2;1469;79;1;8481
7418;3;1469;82;2;4906
7419;2;1470;26;3;7391
7420;1;1470;51;2;1006
7421;4;1471;10;2;9217
7422;2;1471;11;2;9463
7423;1;1471;36;3;4197
7424;3;1471;65;2;2182
7425;7;1472;52;2;7448
7426;6;1472;55;3;7135
7427;9;1472;57;3;8806
7428;2;1472;61;1;3473
7429;5;1472;63;1;6635
7430;8;1472;82;2;5591
7431;1;1472;83;3;1529
7432;3;1472;85;3;8978
7433;4;1472;99;2;6210
7434;3;1473;2;2;601
7435;2;1473;36;3;4768
7436;7;1473;56;3;7055
7437;1;1473;76;3;7912
7438;4;1473;80;1;5518
7439;5;1473;94;3;5375
7440;8;1473;97;1;7224
7441;6;1473;100;3;714
7442;1;1474;20;2;1499
7443;2;1474;59;3;6904
7444;3;1474;73;2;8897
7445;1;1475;44;2;6451
7446;8;1476;4;2;9019
7447;2;1476;13;1;992
7448;4;1476;19;2;1764
7449;3;1476;47;1;6314
7450;1;1476;49;3;7543
7451;6;1476;50;2;6634
7452;7;1476;75;1;2846
7453;5;1476;78;3;1396
7454;2;1477;8;1;3254
7455;1;1477;21;3;1632
7456;5;1477;26;1;923
7457;3;1477;45;3;6818
7458;4;1477;81;2;6966
7459;2;1478;25;1;4566
7460;3;1478;47;2;9666
7461;1;1478;77;2;1382
7462;3;1479;11;1;7542
7463;5;1479;55;2;7432
7464;1;1479;65;1;9100
7465;4;1479;76;3;827
7466;2;1479;99;2;9323
7467;3;1480;14;3;3173
7468;6;1480;22;1;7700
7469;4;1480;24;2;3022
7470;5;1480;54;3;3477
7471;2;1480;76;1;7197
7472;1;1480;99;2;8292
7473;3;1481;15;2;4056
7474;4;1481;36;2;4891
7475;1;1481;51;3;4811
7476;2;1481;62;2;7767
7477;5;1481;65;1;4481
7478;6;1481;72;2;8963
7479;4;1482;25;3;5184
7480;3;1482;30;3;4853
7481;1;1482;49;3;7457
7482;2;1482;63;1;5025
7483;5;1482;98;1;5633
7484;1;1483;26;3;5328
7485;4;1484;30;2;6881
7486;1;1484;59;2;8403
7487;3;1484;65;3;8873
7488;2;1484;92;1;8390
7489;2;1485;1;3;8186
7490;6;1485;30;3;8189
7491;4;1485;40;3;8214
7492;1;1485;50;2;5032
7493;3;1485;65;2;3377
7494;5;1485;72;3;6253
7495;7;1485;99;2;596
7496;3;1486;20;2;7898
7497;4;1486;29;2;9296
7498;8;1486;31;2;4660
7499;1;1486;51;2;3555
7500;2;1486;74;1;4705
7501;7;1486;78;3;6953
7502;6;1486;90;3;2136
7503;5;1486;95;3;9022
7504;3;1487;45;2;3729
7505;1;1487;49;2;7046
7506;5;1487;56;2;5595
7507;4;1487;77;1;8750
7508;2;1487;100;2;4951
7509;1;1488;5;3;1092
7510;3;1488;20;2;3050
7511;2;1488;30;1;6661
7512;3;1489;11;1;7706
7513;4;1489;68;2;4672
7514;2;1489;75;3;1876
7515;1;1489;88;3;2353
7516;5;1489;89;3;5144
7517;7;1489;89;3;5169
7518;6;1489;91;3;9985
7519;2;1490;4;1;558
7520;3;1490;25;3;2741
7521;5;1490;47;1;2900
7522;1;1490;51;2;9912
7523;7;1490;60;1;7913
7524;4;1490;71;2;1392
7525;6;1490;75;3;975
7526;1;1491;11;3;171
7527;5;1491;27;1;8756
7528;2;1491;62;2;37
7529;4;1491;94;1;4187
7530;3;1491;99;1;7025
7531;2;1492;17;1;3872
7532;3;1492;61;2;8532
7533;1;1492;82;1;7320
7534;2;1493;4;3;152
7535;3;1493;4;1;4138
7536;5;1493;22;1;286
7537;6;1493;34;3;9623
7538;7;1493;37;2;2266
7539;4;1493;67;2;2208
7540;1;1493;87;2;9342
7541;1;1494;69;3;3872
7542;3;1494;91;3;9161
7543;2;1494;100;1;5329
7544;1;1495;22;1;9123
7545;2;1495;30;3;3927
7546;4;1495;42;3;5386
7547;3;1495;53;2;5250
7548;6;1495;72;3;3695
7549;5;1495;82;3;6961
7550;7;1495;98;1;9838
7551;3;1496;38;1;2063
7552;4;1496;55;1;8188
7553;2;1496;65;3;6520
7554;1;1496;86;2;3125
7555;1;1497;7;3;6543
7556;3;1497;15;1;6503
7557;5;1497;76;1;1046
7558;4;1497;82;1;4548
7559;2;1497;93;1;6411
7560;4;1498;3;2;9396
7561;7;1498;16;3;2683
7562;9;1498;16;2;2296
7563;6;1498;24;3;5737
7564;8;1498;29;1;9169
7565;1;1498;89;1;8056
7566;3;1498;93;2;7368
7567;5;1498;95;1;1541
7568;2;1498;96;2;1421
7569;6;1499;2;3;4297
7570;5;1499;9;2;6826
7571;4;1499;17;1;6149
7572;2;1499;20;1;8027
7573;3;1499;31;3;2236
7574;1;1499;74;1;365
7575;4;1500;9;1;8074
7576;6;1500;16;2;8942
7577;8;1500;33;3;295
7578;1;1500;40;2;5553
7579;5;1500;45;1;4520
7580;2;1500;46;1;239
7581;3;1500;60;1;4062
7582;7;1500;88;2;9074
7583;3;1501;1;2;1201
7584;6;1501;28;1;9365
7585;7;1501;29;3;8027
7586;8;1501;29;1;1876
7587;4;1501;32;1;902
7588;5;1501;66;2;5035
