id_orden;cliente_id_cliente;fecha_orden
2770;15785;2023-03-26
2771;16329;2023-03-16
2772;7844;2023-03-17
2773;16494;2023-03-17
2774;12280;2023-03-15
2775;268;2023-03-19
2776;19028;2023-03-06
2777;7960;2023-03-25
2778;16974;2023-03-01
2779;17676;2023-03-26
2780;4989;2023-03-11
2781;12502;2023-03-14
2782;17479;2023-03-15
2783;4946;2023-03-31
2784;8636;2023-03-01
2785;16917;2023-03-09
2786;4815;2023-03-10
2787;874;2023-03-07
2788;14649;2023-03-31
2789;15391;2023-03-18
2790;9646;2023-03-04
2791;10832;2023-03-16
2792;4897;2023-03-04
2793;10641;2023-03-24
2794;13774;2023-03-15
2795;17925;2023-03-19
2796;12777;2023-03-04
2797;16166;2023-03-01
2798;4321;2023-03-19
2799;1418;2023-03-18
2800;11842;2023-03-22
2801;9159;2023-03-03
2802;10688;2023-03-01
2803;5344;2023-03-11
2804;11808;2023-03-14
2805;4476;2023-03-16
2806;19915;2023-03-04
2807;627;2023-03-05
2808;6526;2023-03-16
2809;4792;2023-03-08
2810;2139;2023-03-24
2811;6773;2023-03-30
2812;4574;2023-03-03
2813;19484;2023-03-23
2814;532;2023-03-28
2815;9024;2023-03-25
2816;14365;2023-03-11
2817;8941;2023-03-06
2818;6476;2023-03-13
2819;6580;2023-03-31
2820;10921;2023-03-20
2821;6151;2023-03-11
2822;14062;2023-03-14
2823;8073;2023-03-08
2824;13455;2023-03-16
2825;16356;2023-03-30
2826;4800;2023-03-01
2827;3809;2023-03-09
2828;12517;2023-03-03
2829;19820;2023-03-27
2830;2509;2023-03-12
2831;19202;2023-03-05
2832;4808;2023-03-07
2833;4661;2023-03-25
2834;7370;2023-03-09
2835;9764;2023-03-15
2836;16717;2023-03-06
2837;4107;2023-03-05
2838;8180;2023-03-24
2839;9169;2023-03-23
2840;2818;2023-03-24
2841;6283;2023-03-27
2842;1517;2023-03-17
2843;6934;2023-03-20
2844;13097;2023-03-11
2845;13856;2023-03-29
2846;16168;2023-03-16
2847;16334;2023-03-21
2848;8672;2023-03-31
2849;1050;2023-03-29
2850;16455;2023-03-04
2851;15079;2023-03-16
2852;19425;2023-03-23
2853;4341;2023-03-27
2854;12550;2023-03-18
2855;5464;2023-03-15
2856;7185;2023-03-07
2857;10884;2023-03-10
2858;7360;2023-03-26
2859;4640;2023-03-20
2860;19509;2023-03-09
2861;3762;2023-03-07
2862;2023;2023-03-07
2863;12254;2023-03-31
2864;8426;2023-03-08
2865;9946;2023-03-07
2866;14471;2023-03-27
2867;4994;2023-03-10
2868;16118;2023-03-06
2869;16279;2023-03-31
2870;17393;2023-03-29
2871;11148;2023-03-09
2872;18756;2023-03-28
2873;2628;2023-03-07
2874;18708;2023-03-27
2875;1241;2023-03-16
2876;8243;2023-03-25
2877;10052;2023-03-21
2878;16482;2023-03-04
2879;15562;2023-03-31
2880;102;2023-03-24
2881;17068;2023-03-23
2882;183;2023-03-17
2883;14889;2023-03-16
2884;7857;2023-03-20
2885;12639;2023-03-08
2886;12186;2023-03-20
2887;3003;2023-03-27
2888;16814;2023-03-29
2889;12005;2023-03-31
2890;12554;2023-03-27
2891;14621;2023-03-11
2892;7179;2023-03-20
2893;19485;2023-03-20
2894;10218;2023-03-06
2895;3241;2023-03-25
2896;12091;2023-03-17
2897;953;2023-03-23
2898;8435;2023-03-18
2899;1042;2023-03-01
2900;18377;2023-03-15
2901;19350;2023-03-26
2902;7523;2023-03-24
2903;16453;2023-03-27
2904;883;2023-03-10
2905;16631;2023-03-31
2906;367;2023-03-21
2907;5318;2023-03-18
2908;10542;2023-03-12
2909;15032;2023-03-04
2910;9096;2023-03-17
2911;18662;2023-03-09
2912;7696;2023-03-15
2913;15384;2023-03-10
2914;1779;2023-03-01
2915;4463;2023-03-25
2916;13127;2023-03-30
2917;6839;2023-03-15
2918;12289;2023-03-26
2919;17982;2023-03-02
2920;12990;2023-03-30
2921;8366;2023-03-26
2922;17980;2023-03-22
2923;8823;2023-03-15
2924;1796;2023-03-20
2925;3087;2023-03-16
2926;9429;2023-03-13
2927;5281;2023-03-05
2928;1953;2023-03-21
2929;18338;2023-03-11
2930;18119;2023-03-21
2931;9084;2023-03-20
2932;7167;2023-03-07
2933;9423;2023-03-14
2934;17090;2023-03-27
2935;5257;2023-03-02
2936;7677;2023-03-23
2937;18271;2023-03-01
2938;11370;2023-03-12
2939;11539;2023-03-11
2940;10090;2023-03-23
2941;5230;2023-03-20
2942;10209;2023-03-14
2943;6073;2023-03-18
2944;3852;2023-03-03
2945;14845;2023-03-08
2946;5304;2023-03-02
2947;12234;2023-03-23
2948;2496;2023-03-11
2949;8823;2023-03-22
2950;9697;2023-03-05
2951;3619;2023-03-30
2952;8505;2023-03-27
2953;2077;2023-03-21
2954;16474;2023-03-10
2955;2457;2023-03-05
2956;15946;2023-03-18
2957;3700;2023-03-18
2958;3520;2023-03-12
2959;18729;2023-03-05
2960;324;2023-03-05
2961;1629;2023-03-10
2962;4034;2023-03-07
2963;7016;2023-03-23
2964;13952;2023-03-13
2965;15877;2023-03-10
2966;6024;2023-03-05
2967;2436;2023-03-31
2968;2055;2023-03-09
2969;4787;2023-03-20
2970;13444;2023-03-23
2971;13445;2023-03-13
2972;15775;2023-03-28
2973;7459;2023-03-27
2974;15067;2023-03-05
2975;10615;2023-03-10
2976;10965;2023-03-10
2977;9304;2023-03-17
2978;12333;2023-03-20
2979;4509;2023-03-26
2980;19458;2023-03-06
2981;18539;2023-03-16
2982;15223;2023-03-13
2983;19780;2023-03-21
2984;2080;2023-03-16
2985;4786;2023-03-31
2986;2554;2023-03-19
2987;18435;2023-03-05
2988;5235;2023-03-06
2989;13927;2023-03-15
2990;12110;2023-03-03
2991;5109;2023-03-24
2992;19645;2023-03-25
2993;3724;2023-03-16
2994;6518;2023-03-03
2995;11254;2023-03-11
2996;9921;2023-03-31
2997;10150;2023-03-01
2998;7960;2023-03-13
2999;2305;2023-03-11
3000;3666;2023-03-05
3001;12411;2023-04-30
3002;11537;2023-04-08
3003;7620;2023-04-14
3004;4492;2023-04-16
3005;12752;2023-04-14
3006;13061;2023-04-07
3007;3118;2023-04-02
3008;4076;2023-04-14
3009;6118;2023-04-13
3010;6574;2023-04-08
3011;5625;2023-04-10
3012;15110;2023-04-21
3013;18597;2023-04-07
3014;15965;2023-04-11
3015;6882;2023-04-28
3016;7763;2023-04-19
3017;9778;2023-04-19
3018;5287;2023-04-22
3019;13720;2023-04-21
3020;12069;2023-04-03
3021;969;2023-04-09
3022;8192;2023-04-07
3023;17819;2023-04-20
3024;1465;2023-04-21
3025;16463;2023-04-30
3026;886;2023-04-22
3027;12097;2023-04-04
3028;877;2023-04-14
3029;15208;2023-04-30
3030;2400;2023-04-26
3031;4857;2023-04-18
3032;4298;2023-04-30
3033;8133;2023-04-28
3034;6242;2023-04-28
3035;2708;2023-04-15
3036;8352;2023-04-25
3037;3041;2023-04-18
3038;1529;2023-04-01
3039;15303;2023-04-15
3040;1526;2023-04-25
3041;7089;2023-04-09
3042;9891;2023-04-21
3043;7093;2023-04-09
3044;8899;2023-04-15
3045;8852;2023-04-24
3046;1899;2023-04-16
3047;13088;2023-04-27
3048;5808;2023-04-25
3049;5324;2023-04-03
3050;8512;2023-04-07
3051;10511;2023-04-22
3052;17834;2023-04-22
3053;4068;2023-04-22
3054;98;2023-04-04
3055;17692;2023-04-29
3056;18337;2023-04-17
3057;5348;2023-04-15
3058;9876;2023-04-07
3059;8927;2023-04-20
3060;12020;2023-04-10
3061;539;2023-04-13
3062;1437;2023-04-25
3063;6704;2023-04-09
3064;3961;2023-04-19
3065;13595;2023-04-21
3066;15665;2023-04-24
3067;4357;2023-04-28
3068;14988;2023-04-22
3069;12218;2023-04-06
3070;12975;2023-04-19
3071;13130;2023-04-20
3072;5443;2023-04-06
3073;14694;2023-04-29
3074;6782;2023-04-18
3075;15;2023-04-10
3076;13939;2023-04-26
3077;9604;2023-04-18
3078;19917;2023-04-06
3079;15092;2023-04-01
3080;17078;2023-04-03
3081;10067;2023-04-26
3082;16420;2023-04-05
3083;17704;2023-04-17
3084;5266;2023-04-21
3085;1292;2023-04-07
3086;19376;2023-04-29
3087;10082;2023-04-29
3088;10333;2023-04-08
3089;5285;2023-04-22
3090;12533;2023-04-08
3091;5688;2023-04-08
3092;16171;2023-04-30
3093;15102;2023-04-09
3094;17788;2023-04-19
3095;2168;2023-04-21
3096;12881;2023-04-26
3097;12162;2023-04-16
3098;1383;2023-04-06
3099;13655;2023-04-23
3100;8863;2023-04-05
3101;5393;2023-04-14
3102;2114;2023-04-14
3103;8950;2023-04-04
3104;19922;2023-04-30
3105;6183;2023-04-12
3106;14503;2023-04-09
3107;11467;2023-04-01
3108;4970;2023-04-21
3109;10267;2023-04-17
3110;9310;2023-04-06
3111;10309;2023-04-19
3112;12722;2023-04-07
3113;17756;2023-04-25
3114;15492;2023-04-17
3115;5973;2023-04-29
3116;12468;2023-04-10
3117;15981;2023-04-22
3118;5072;2023-04-17
3119;7677;2023-04-08
3120;17262;2023-04-06
3121;17622;2023-04-03
3122;10789;2023-04-20
3123;9930;2023-04-18
3124;19495;2023-04-10
3125;12580;2023-04-23
3126;10986;2023-04-12
3127;16135;2023-04-10
3128;11310;2023-04-17
3129;11948;2023-04-09
3130;14610;2023-04-23
3131;5727;2023-04-23
3132;6784;2023-04-23
3133;19238;2023-04-14
3134;16268;2023-04-17
3135;16849;2023-04-14
3136;13134;2023-04-25
3137;11280;2023-04-10
3138;1285;2023-04-27
3139;18229;2023-04-10
3140;2993;2023-04-17
3141;7144;2023-04-22
3142;1898;2023-04-07
3143;1844;2023-04-21
3144;3009;2023-04-25
3145;2438;2023-04-08
3146;18944;2023-04-04
3147;2992;2023-04-24
3148;11267;2023-04-17
3149;10014;2023-04-08
3150;5283;2023-04-12
3151;18274;2023-04-05
3152;17308;2023-04-13
3153;7287;2023-04-24
3154;8760;2023-04-15
3155;6042;2023-04-14
3156;13642;2023-04-30
3157;13407;2023-04-03
3158;7711;2023-04-03
3159;18092;2023-04-09
3160;9890;2023-04-29
3161;7366;2023-04-16
3162;17613;2023-04-02
3163;3558;2023-04-22
3164;3625;2023-04-11
3165;2460;2023-04-08
3166;13029;2023-04-20
3167;6842;2023-04-05
3168;18682;2023-04-02
3169;17495;2023-04-13
3170;12045;2023-04-05
3171;4479;2023-04-22
3172;18648;2023-04-22
3173;6927;2023-04-27
3174;11609;2023-04-12
3175;7042;2023-04-26
3176;10656;2023-04-27
3177;16829;2023-04-15
3178;1137;2023-04-02
3179;7411;2023-04-06
3180;8257;2023-04-13
3181;12314;2023-04-05
3182;761;2023-04-05
3183;12647;2023-04-14
3184;2596;2023-04-23
3185;7162;2023-04-15
3186;7459;2023-04-30
3187;15821;2023-04-14
3188;6125;2023-04-07
3189;18159;2023-04-14
3190;11355;2023-04-18
3191;3287;2023-04-24
3192;15206;2023-04-02
3193;7616;2023-04-21
3194;16688;2023-04-30
3195;13148;2023-04-04
3196;1631;2023-04-11
3197;16892;2023-04-18
3198;12025;2023-04-30
3199;16215;2023-04-22
3200;19104;2023-04-15
3201;14414;2023-04-16
3202;9200;2023-04-06
3203;19563;2023-04-27
3204;18910;2023-04-24
3205;14935;2023-04-12
3206;18346;2023-04-09
3207;5361;2023-04-19
3208;7913;2023-04-23
3209;16961;2023-04-28
3210;5728;2023-04-24
3211;13707;2023-04-09
3212;7973;2023-04-28
3213;12418;2023-04-13
3214;9261;2023-04-04
3215;3696;2023-04-10
3216;12286;2023-04-17
3217;17823;2023-04-20
3218;5108;2023-04-23
3219;13413;2023-04-10
3220;9278;2023-04-24
3221;19001;2023-04-15
3222;2026;2023-04-11
3223;1170;2023-04-06
3224;9432;2023-04-18
3225;17667;2023-04-24
3226;12586;2023-04-02
3227;14442;2023-04-27
3228;16291;2023-04-05
3229;6589;2023-04-08
3230;15627;2023-04-18
3231;5526;2023-04-01
3232;12728;2023-04-12
3233;18070;2023-04-27
3234;17448;2023-04-16
3235;14604;2023-04-23
3236;8245;2023-04-22
3237;3508;2023-04-03
3238;4124;2023-04-24
3239;2897;2023-04-18
3240;18509;2023-04-09
3241;17720;2023-04-28
3242;18287;2023-04-26
3243;2403;2023-04-02
3244;2893;2023-04-14
3245;6144;2023-04-14
3246;2711;2023-04-17
3247;16743;2023-04-04
3248;17793;2023-04-09
3249;5414;2023-04-22
3250;4726;2023-04-06
3251;6869;2023-04-05
3252;18358;2023-04-27
3253;3470;2023-04-18
3254;14823;2023-04-29
3255;5581;2023-04-28
3256;14026;2023-04-14
3257;1131;2023-04-14
3258;5640;2023-04-04
3259;2816;2023-04-25
3260;1101;2023-04-16
3261;14798;2023-04-13
3262;5668;2023-04-14
3263;3266;2023-04-23
3264;4142;2023-04-10
3265;10763;2023-04-11
3266;12640;2023-04-19
3267;7282;2023-04-28
3268;16289;2023-04-07
3269;8833;2023-04-08
3270;19448;2023-04-01
3271;12535;2023-04-02
3272;18681;2023-04-12
3273;9770;2023-04-02
3274;2342;2023-04-10
3275;12538;2023-04-06
3276;16447;2023-04-30
3277;12769;2023-04-09
3278;14953;2023-04-11
3279;14042;2023-04-23
3280;15282;2023-04-01
3281;6663;2023-04-02
3282;18167;2023-04-03
3283;14906;2023-04-30
3284;937;2023-04-03
3285;14691;2023-04-29
3286;1923;2023-04-26
3287;10220;2023-04-26
3288;3848;2023-04-21
3289;7773;2023-04-06
3290;1356;2023-04-06
3291;17880;2023-04-05
3292;10469;2023-04-30
3293;12919;2023-04-23
3294;1822;2023-04-28
3295;4339;2023-04-29
3296;366;2023-04-22
3297;10464;2023-04-10
3298;83;2023-04-17
3299;14794;2023-04-26
3300;18222;2023-04-08
3301;4400;2023-04-16
3302;17694;2023-04-12
3303;18277;2023-04-05
3304;2031;2023-04-04
3305;8525;2023-04-05
3306;10441;2023-04-23
3307;7994;2023-04-30
3308;13523;2023-04-17
3309;3392;2023-04-19
3310;6668;2023-04-25
3311;10317;2023-04-21
3312;10791;2023-04-16
3313;16911;2023-04-01
3314;13930;2023-04-18
3315;16380;2023-04-20
3316;7364;2023-04-21
3317;4212;2023-04-25
3318;948;2023-04-01
3319;13190;2023-04-10
3320;17639;2023-04-07
3321;9343;2023-04-07
3322;233;2023-04-08
3323;13606;2023-04-14
3324;13719;2023-04-22
3325;9271;2023-04-20
3326;9977;2023-04-12
3327;4778;2023-04-05
3328;5877;2023-04-17
3329;11520;2023-04-28
3330;148;2023-04-30
3331;2508;2023-04-18
3332;9699;2023-04-12
3333;6199;2023-04-20
3334;12124;2023-04-20
3335;17668;2023-04-23
3336;14550;2023-04-10
3337;10824;2023-04-02
3338;12379;2023-04-23
3339;4993;2023-04-16
3340;10829;2023-04-17
3341;6360;2023-04-26
3342;18040;2023-04-11
3343;8467;2023-04-17
3344;3419;2023-04-10
3345;1939;2023-04-15
3346;15971;2023-04-28
3347;8096;2023-04-17
3348;18624;2023-04-26
3349;13559;2023-04-25
3350;10909;2023-04-04
3351;19776;2023-04-14
3352;4364;2023-04-18
3353;16452;2023-04-13
3354;12943;2023-04-24
3355;10401;2023-04-29
3356;17608;2023-04-06
3357;10919;2023-04-11
3358;18966;2023-04-19
3359;17060;2023-04-30
3360;7656;2023-04-20
3361;8818;2023-04-24
3362;7510;2023-04-06
3363;17428;2023-04-04
3364;856;2023-04-01
3365;17019;2023-04-20
3366;7247;2023-04-12
3367;10045;2023-04-04
3368;13311;2023-04-08
3369;15860;2023-04-12
3370;14582;2023-04-02
3371;7118;2023-04-11
3372;7345;2023-04-24
3373;16928;2023-04-01
3374;10028;2023-04-09
3375;16458;2023-04-17
3376;16230;2023-04-03
3377;2917;2023-04-03
3378;14902;2023-04-26
3379;3535;2023-04-21
3380;7111;2023-04-10
3381;99;2023-04-19
3382;16047;2023-04-23
3383;15239;2023-04-15
3384;12099;2023-04-14
3385;2220;2023-04-04
3386;2902;2023-04-02
3387;12286;2023-04-21
3388;12987;2023-04-22
3389;19196;2023-04-15
3390;7561;2023-04-26
3391;16200;2023-04-19
3392;17145;2023-04-01
3393;13627;2023-04-02
3394;497;2023-04-22
3395;11223;2023-04-03
3396;16280;2023-04-28
3397;14220;2023-04-03
3398;3700;2023-04-11
3399;3577;2023-04-27
3400;17342;2023-04-22
3401;17758;2023-04-05
3402;6114;2023-04-28
3403;19543;2023-04-27
3404;18636;2023-04-02
3405;17781;2023-04-06
3406;14625;2023-04-03
3407;19859;2023-04-04
3408;11903;2023-04-14
3409;19583;2023-04-08
3410;17858;2023-04-11
3411;7425;2023-04-10
3412;16557;2023-04-08
3413;3118;2023-04-04
3414;10610;2023-04-24
3415;13924;2023-04-07
3416;14335;2023-04-20
3417;13818;2023-04-07
3418;10237;2023-04-03
3419;18493;2023-04-15
3420;7580;2023-04-21
3421;13711;2023-04-17
3422;1186;2023-04-29
3423;2660;2023-04-20
3424;11573;2023-04-06
3425;8743;2023-04-27
3426;5247;2023-04-03
3427;3776;2023-04-04
3428;13491;2023-04-16
3429;9370;2023-04-16
3430;7131;2023-04-22
3431;18505;2023-04-03
3432;13317;2023-04-09
3433;11244;2023-04-29
3434;17278;2023-04-14
3435;17175;2023-04-03
3436;15517;2023-04-07
3437;16953;2023-04-14
3438;13949;2023-04-10
3439;15982;2023-04-19
3440;8044;2023-04-20
3441;16188;2023-04-28
3442;12511;2023-04-24
3443;13256;2023-04-10
3444;4313;2023-04-13
3445;11607;2023-04-26
3446;16206;2023-04-24
3447;12989;2023-04-20
3448;14019;2023-04-02
3449;18208;2023-04-02
3450;402;2023-04-03
3451;10377;2023-04-30
3452;12124;2023-04-04
3453;18904;2023-04-02
3454;11864;2023-04-23
3455;15770;2023-04-10
3456;8561;2023-04-03
3457;304;2023-04-12
3458;4898;2023-04-15
3459;14892;2023-04-08
3460;11036;2023-04-24
3461;14642;2023-04-23
3462;14588;2023-04-23
3463;1486;2023-04-28
3464;2137;2023-04-19
3465;3497;2023-04-15
3466;9774;2023-04-17
3467;16621;2023-04-01
3468;11838;2023-04-30
3469;13813;2023-04-22
3470;14159;2023-04-20
3471;17228;2023-04-26
3472;5556;2023-04-03
3473;11091;2023-04-06
3474;1116;2023-04-29
3475;7082;2023-04-11
3476;17749;2023-04-11
3477;748;2023-04-25
3478;16375;2023-04-22
3479;2338;2023-04-24
3480;3175;2023-04-14
3481;7713;2023-04-17
3482;10088;2023-04-11
3483;6581;2023-04-09
3484;12235;2023-04-13
3485;18479;2023-04-24
3486;39;2023-04-22
3487;11754;2023-04-22
3488;1459;2023-04-16
3489;14959;2023-04-23
3490;14358;2023-04-14
3491;9628;2023-04-20
3492;7259;2023-04-28
3493;13692;2023-04-03
3494;2528;2023-04-09
3495;18187;2023-04-30
3496;16198;2023-04-26
3497;2815;2023-04-08
3498;3185;2023-04-26
3499;14771;2023-04-06
3500;12273;2023-04-07
3501;6853;2023-04-30
3502;6189;2023-04-20
3503;13268;2023-04-12
3504;15210;2023-04-21
3505;16215;2023-04-08
3506;12396;2023-04-13
3507;6652;2023-04-03
3508;18217;2023-04-12
3509;539;2023-04-10
3510;402;2023-04-11
3511;5622;2023-04-28
3512;2140;2023-04-13
3513;12820;2023-04-14
3514;5285;2023-04-20
3515;17583;2023-04-12
3516;17253;2023-04-27
3517;13369;2023-04-29
3518;12824;2023-04-02
3519;13961;2023-04-10
3520;9394;2023-04-12
3521;17916;2023-04-18
3522;6310;2023-04-17
3523;7606;2023-04-25
3524;5319;2023-04-27
3525;15029;2023-04-05
3526;13196;2023-04-23
3527;14817;2023-04-07
3528;14161;2023-04-08
3529;17826;2023-04-11
3530;8436;2023-04-28
3531;17973;2023-04-11
3532;1117;2023-04-28
3533;7268;2023-04-24
3534;13771;2023-04-21
3535;13824;2023-04-05
3536;14296;2023-04-22
3537;12402;2023-04-30
3538;4558;2023-04-12
3539;9781;2023-04-24
3540;2338;2023-04-17
3541;15646;2023-04-13
3542;1991;2023-04-05
3543;485;2023-04-13
3544;12414;2023-04-18
3545;19092;2023-04-23
3546;15088;2023-04-27
3547;1254;2023-04-06
3548;4604;2023-04-20
3549;7864;2023-04-11
3550;12002;2023-04-13
3551;2841;2023-04-30
3552;5631;2023-04-25
3553;19091;2023-04-11
3554;14046;2023-04-21
3555;14900;2023-04-16
3556;11761;2023-04-29
3557;14800;2023-04-27
3558;471;2023-04-21
3559;10173;2023-04-23
3560;11197;2023-04-27
3561;6371;2023-04-15
3562;10722;2023-04-11
3563;11490;2023-04-08
3564;14188;2023-04-05
3565;6265;2023-04-06
3566;896;2023-04-28
3567;6704;2023-04-30
3568;3503;2023-04-13
3569;15116;2023-04-10
3570;3777;2023-04-17
3571;9028;2023-04-20
3572;2888;2023-04-15
3573;18999;2023-04-03
3574;14240;2023-04-01
3575;14614;2023-04-01
3576;17787;2023-04-13
3577;3929;2023-04-02
3578;2643;2023-04-30
3579;506;2023-04-10
3580;2986;2023-04-29
3581;2634;2023-04-03
3582;15595;2023-04-18
3583;19557;2023-04-20
3584;16203;2023-04-14
3585;6939;2023-04-25
3586;17546;2023-04-30
3587;5619;2023-04-09
3588;17048;2023-04-13
3589;270;2023-04-25
3590;18048;2023-04-16
3591;920;2023-04-12
3592;4065;2023-04-28
3593;15845;2023-04-05
3594;18003;2023-04-12
3595;9733;2023-04-01
3596;5609;2023-04-18
3597;12056;2023-04-13
3598;2895;2023-04-09
3599;2632;2023-04-13
3600;7795;2023-04-02
3601;5566;2023-04-23
3602;9337;2023-04-08
3603;15560;2023-04-23
3604;13472;2023-04-12
3605;10196;2023-04-15
3606;1551;2023-04-23
3607;12924;2023-04-08
3608;4233;2023-04-24
3609;10644;2023-04-25
3610;3567;2023-04-15
3611;2475;2023-04-11
3612;4334;2023-04-02
3613;5848;2023-04-04
3614;1703;2023-04-29
3615;12042;2023-04-21
3616;15580;2023-04-30
3617;5831;2023-04-06
3618;8441;2023-04-03
3619;11784;2023-04-09
3620;2220;2023-04-28
3621;13147;2023-04-30
3622;8198;2023-04-26
3623;9023;2023-04-30
3624;18744;2023-04-09
3625;9670;2023-04-17
3626;13726;2023-04-04
3627;19172;2023-04-22
3628;17968;2023-04-18
3629;15441;2023-04-07
3630;6566;2023-04-03
3631;5692;2023-04-29
3632;4485;2023-04-27
3633;4407;2023-04-17
3634;8913;2023-04-20
3635;17096;2023-04-25
3636;12223;2023-04-28
3637;6914;2023-04-11
3638;2622;2023-04-22
3639;1887;2023-04-18
3640;3768;2023-04-01
3641;15862;2023-04-04
3642;11769;2023-04-03
3643;7784;2023-04-25
3644;13429;2023-04-29
3645;4610;2023-04-03
3646;1993;2023-04-29
3647;8636;2023-04-04
3648;14529;2023-04-22
3649;14681;2023-04-27
3650;9298;2023-04-20
3651;5642;2023-04-04
3652;124;2023-04-15
3653;143;2023-04-13
3654;10405;2023-04-23
3655;1300;2023-04-12
3656;14756;2023-04-25
3657;4293;2023-04-30
3658;15926;2023-04-03
3659;8608;2023-04-15
3660;14185;2023-04-07
3661;15483;2023-04-08
3662;11609;2023-04-17
3663;15276;2023-04-10
3664;2581;2023-04-25
3665;8815;2023-04-04
3666;8794;2023-04-27
3667;17307;2023-04-20
3668;1622;2023-04-07
3669;1798;2023-04-28
3670;854;2023-04-02
3671;13575;2023-04-18
3672;14225;2023-04-21
3673;17398;2023-04-18
3674;4810;2023-04-06
3675;8112;2023-04-27
3676;16422;2023-04-05
3677;3006;2023-04-22
3678;17538;2023-04-08
3679;6639;2023-04-16
3680;8169;2023-04-09
3681;8119;2023-04-12
3682;19048;2023-04-04
3683;18577;2023-04-20
3684;9664;2023-04-03
3685;7253;2023-04-18
3686;9497;2023-04-08
3687;9803;2023-04-20
3688;4786;2023-04-22
3689;2398;2023-04-10
3690;17204;2023-04-01
3691;8043;2023-04-05
3692;2200;2023-04-05
3693;7475;2023-04-08
3694;11669;2023-04-30
3695;13910;2023-04-28
3696;9362;2023-04-07
3697;9733;2023-04-04
3698;1563;2023-04-16
3699;15710;2023-04-10
3700;5987;2023-04-01
3701;16642;2023-04-12
3702;12119;2023-04-24
3703;6407;2023-04-30
3704;1769;2023-04-12
3705;6676;2023-04-20
3706;15351;2023-04-10
3707;4024;2023-04-30
3708;13386;2023-04-15
3709;892;2023-04-03
3710;12;2023-04-20
3711;793;2023-04-23
3712;7845;2023-04-18
3713;4949;2023-04-16
3714;8356;2023-04-10
3715;5527;2023-04-24
3716;543;2023-04-18
3717;5349;2023-04-22
3718;16943;2023-04-18
3719;4767;2023-04-11
3720;4726;2023-04-24
3721;2023;2023-04-05
3722;2131;2023-04-26
3723;742;2023-04-23
3724;15785;2023-04-28
3725;320;2023-04-29
3726;19523;2023-04-25
3727;4636;2023-04-06
3728;2985;2023-04-28
3729;4919;2023-04-26
3730;13042;2023-04-24
3731;3017;2023-04-29
3732;12286;2023-04-06
3733;19025;2023-04-22
3734;17649;2023-04-03
3735;19914;2023-04-14
3736;12750;2023-04-17
3737;2433;2023-04-18
3738;14298;2023-04-11
3739;16819;2023-04-27
3740;235;2023-04-28
3741;8626;2023-04-10
3742;2291;2023-04-25
3743;14270;2023-04-30
3744;10216;2023-04-28
3745;16070;2023-04-08
3746;18505;2023-04-29
3747;7380;2023-04-17
3748;19954;2023-04-25
3749;733;2023-04-18
3750;8500;2023-04-21
3751;9840;2023-04-18
3752;10919;2023-04-15
3753;8107;2023-04-13
3754;11901;2023-04-11
3755;19572;2023-04-02
3756;4570;2023-04-30
3757;578;2023-04-28
3758;7773;2023-04-16
3759;6357;2023-04-13
3760;6220;2023-04-08
3761;13069;2023-04-17
3762;10793;2023-04-07
3763;8842;2023-04-16
3764;12002;2023-04-17
3765;7707;2023-04-30
3766;6359;2023-04-06
3767;472;2023-04-11
3768;17048;2023-04-14
3769;7931;2023-04-09
3770;7422;2023-04-18
3771;15976;2023-04-14
3772;4952;2023-04-26
3773;1829;2023-04-25
3774;17282;2023-04-22
3775;15133;2023-04-27
3776;169;2023-04-06
3777;14809;2023-04-02
3778;5842;2023-04-01
3779;3478;2023-04-11
3780;11348;2023-04-15
3781;17513;2023-04-17
3782;3528;2023-04-04
3783;6954;2023-04-30
3784;12002;2023-04-08
3785;16108;2023-04-17
3786;10328;2023-04-18
3787;10593;2023-04-09
3788;911;2023-04-13
3789;9213;2023-04-09
3790;2940;2023-04-09
3791;9831;2023-04-04
3792;12074;2023-04-09
3793;13293;2023-04-16
3794;1370;2023-04-19
3795;9526;2023-04-04
3796;13650;2023-04-23
3797;8910;2023-04-03
3798;11367;2023-04-12
3799;7912;2023-04-16
3800;12675;2023-04-13
3801;8599;2023-04-03
3802;11018;2023-04-17
3803;10635;2023-04-07
3804;937;2023-04-12
3805;3507;2023-04-10
3806;598;2023-04-17
3807;7934;2023-04-09
3808;7141;2023-04-26
3809;7566;2023-04-12
3810;12024;2023-04-15
3811;1573;2023-04-24
3812;13252;2023-04-04
3813;8644;2023-04-22
3814;13011;2023-04-11
3815;9310;2023-04-24
3816;10409;2023-04-11
3817;5413;2023-04-23
3818;1642;2023-04-09
3819;8277;2023-04-15
3820;18201;2023-04-16
3821;15507;2023-04-11
3822;13474;2023-04-15
3823;13262;2023-04-30
3824;8501;2023-04-03
3825;1188;2023-04-30
3826;1713;2023-04-27
3827;7669;2023-04-07
3828;9167;2023-04-17
3829;387;2023-04-09
3830;14481;2023-04-02
3831;14998;2023-04-30
3832;10405;2023-04-17
3833;19559;2023-04-22
3834;14570;2023-04-02
3835;913;2023-04-08
3836;10707;2023-04-08
3837;5204;2023-04-03
3838;6059;2023-04-01
3839;1604;2023-04-07
3840;18460;2023-04-27
3841;603;2023-04-08
3842;12993;2023-04-20
3843;12105;2023-04-16
3844;16091;2023-04-23
3845;412;2023-04-15
3846;6287;2023-04-13
3847;3442;2023-04-27
3848;11610;2023-04-26
